0.000000	NaN	NaN
0.000000	NaN	NaN
400.000000	0.734304	0.010469
410.000000	0.809675	0.003883
420.000000	0.856098	0.008872
430.000000	0.868332	0.003114
440.000000	0.875651	0.001482
450.000000	0.881705	0.001196
460.000000	0.892842	0.001144
470.000000	0.898335	0.000879
480.000000	0.907892	0.001182
490.000000	0.913663	0.000626
500.000000	0.910460	0.000535
510.000000	0.912231	0.000522
520.000000	0.921912	0.001147
530.000000	0.932018	0.000505
540.000000	0.941010	0.002024
550.000000	0.941982	0.000509
560.000000	0.940224	0.000578
570.000000	0.935846	0.000543
580.000000	0.926667	0.000553
590.000000	0.914102	0.000324
600.000000	0.898825	0.000506
610.000000	0.879277	0.000464
620.000000	0.856912	0.000353
630.000000	0.832508	0.000268
640.000000	0.807206	0.000363
650.000000	0.782453	0.000358
660.000000	0.758402	0.000221
670.000000	0.734915	0.000324
680.000000	0.735386	0.000264
690.000000	0.717583	0.000201
700.000000	0.700869	0.000204
710.000000	0.686583	0.000333
720.000000	0.673348	0.000221
730.000000	0.660802	0.000253
740.000000	0.647197	0.000241
750.000000	0.631730	0.000686
760.000000	0.613481	0.000287
770.000000	0.590979	0.000234
780.000000	0.565862	0.000224
790.000000	0.539268	0.000146
800.000000	0.512256	0.000181
810.000000	0.484314	0.000149
820.000000	0.458182	0.000131
830.000000	0.433766	0.000139
840.000000	0.411484	0.000121
850.000000	0.392282	0.000218
860.000000	0.375595	0.000179
870.000000	0.361819	0.000150
880.000000	0.349266	0.000157
890.000000	0.339216	0.000141
900.000000	0.330859	0.000125
910.000000	0.324726	0.000110
920.000000	0.320921	0.000109
930.000000	0.319430	0.000116
940.000000	0.318809	0.000129
950.000000	0.319538	0.000085
960.000000	0.321404	0.000116
970.000000	0.324963	0.000101
980.000000	0.328668	0.000126
990.000000	0.333600	0.000118
1000.000000	0.338535	0.001069
1010.000000	0.344647	0.001266
1020.000000	0.348895	0.000601
1030.000000	0.351897	0.001072
1040.000000	0.354451	0.000771
1050.000000	0.357115	0.000499
1060.000000	0.360944	0.001110
1070.000000	0.361380	0.001770
1080.000000	0.362020	0.000799
1090.000000	0.361351	0.001096
1100.000000	0.366171	0.004592
1110.000000	0.357883	0.002775
1120.000000	0.360781	0.001323
1130.000000	0.361443	0.001361
1140.000000	0.359774	0.001043
1150.000000	0.360105	0.001381
1160.000000	0.359864	0.001406
1170.000000	0.361578	0.000922
1180.000000	0.362372	0.000571
1190.000000	0.362903	0.000583
1200.000000	0.366424	0.000935
1210.000000	0.365521	0.002511
1220.000000	0.369879	0.000517
1230.000000	0.373262	0.001107
1240.000000	0.376469	0.000473
1250.000000	0.380406	0.000829
1260.000000	0.385051	0.000589
1270.000000	0.390991	0.000506
1280.000000	0.400203	0.000918
1290.000000	0.409399	0.000808
1300.000000	0.419343	0.000588
1310.000000	0.429982	0.000634
1320.000000	0.441380	0.000818
1330.000000	0.451180	0.000215
1340.000000	0.461995	0.000744
1350.000000	0.476392	0.000303
1360.000000	0.486052	0.001045
1370.000000	0.483261	0.000427
1380.000000	0.506930	0.000576
1390.000000	0.504558	0.001126
1400.000000	0.510655	0.000503
1410.000000	0.511846	0.000470
1420.000000	0.513419	0.000517
1430.000000	0.507978	0.000574
1440.000000	0.490464	0.000359
1450.000000	0.464302	0.000472
1460.000000	0.429587	0.000693
1470.000000	0.392497	0.000736
1480.000000	0.357707	0.000486
1490.000000	0.330508	0.000590
1500.000000	0.313022	0.000647
1510.000000	0.300731	0.000593
1520.000000	0.293681	0.000383
1530.000000	0.287699	0.000493
1540.000000	0.285305	0.000908
1550.000000	0.280254	0.000241
1560.000000	0.275380	0.000563
1570.000000	0.269634	0.000739
1580.000000	0.267179	0.000381
1590.000000	0.266664	0.000542
1600.000000	0.272788	0.000723
1610.000000	0.273915	0.000173
1620.000000	0.277038	0.000228
1630.000000	0.280152	0.000254
1640.000000	0.283544	0.000353
1650.000000	0.288640	0.000413
1660.000000	0.293763	0.000383
1670.000000	0.299589	0.000349
1680.000000	0.305212	0.000201
1690.000000	0.312413	0.000320
1700.000000	0.320761	0.000320
1710.000000	0.330366	0.000188
1720.000000	0.340044	0.000214
1730.000000	0.348872	0.000256
1740.000000	0.356087	0.000300
1750.000000	0.361270	0.000260
1760.000000	0.365595	0.000221
1770.000000	0.368435	0.000191
1780.000000	0.371379	0.000295
1790.000000	0.375855	0.000301
1800.000000	0.383291	0.000337
1810.000000	0.391481	0.000321
1820.000000	0.397971	0.000233
1830.000000	0.405849	0.000378
1840.000000	0.406274	0.001216
1850.000000	0.405323	0.000378
1860.000000	0.407458	0.000349
1870.000000	0.395518	0.000253
1880.000000	0.370375	0.000448
1890.000000	0.354635	0.000490
1900.000000	0.321141	0.000519
1910.000000	0.276304	0.000542
1920.000000	0.238414	0.000218
1930.000000	0.203605	0.000222
1940.000000	0.171537	0.000332
1950.000000	0.145214	0.000490
1960.000000	0.123633	0.000171
1970.000000	0.107372	0.000399
1980.000000	0.096853	0.000654
1990.000000	0.091280	0.000366
2000.000000	0.086638	0.000432
2010.000000	0.083496	0.000570
2020.000000	0.079800	0.000172
2030.000000	0.076509	0.000434
2040.000000	0.075515	0.000477
2050.000000	0.075918	0.000363
2060.000000	0.078246	0.000411
2070.000000	0.080849	0.000409
2080.000000	0.082561	0.000336
2090.000000	0.083553	0.000584
2100.000000	0.082238	0.000342
2110.000000	0.080556	0.000408
2120.000000	0.077798	0.000420
2130.000000	0.075539	0.000465
2140.000000	0.073089	0.000546
2150.000000	0.073115	0.000322
2160.000000	0.072814	0.000407
2170.000000	0.074311	0.000360
2180.000000	0.079280	0.000677
2190.000000	0.087814	0.000266
2200.000000	0.096955	0.000409
2210.000000	0.104402	0.000437
2220.000000	0.112503	0.000339
2230.000000	0.120431	0.000557
2240.000000	0.131076	0.000247
2250.000000	0.144112	0.000296
2260.000000	0.157448	0.002210
2270.000000	0.171159	0.000179
2280.000000	0.179181	0.000421
2290.000000	0.179260	0.000461
2300.000000	0.175575	0.000686
2310.000000	0.173018	0.000348
2320.000000	0.169902	0.000641
2330.000000	0.166088	0.000525
2340.000000	0.160309	0.001239
2350.000000	0.151123	0.000358
2360.000000	0.142318	0.000268
2370.000000	0.132778	0.000412
2380.000000	0.124034	0.000740
2390.000000	0.114687	0.000396
2400.000000	0.107702	0.000393
2410.000000	0.102612	0.000468
2420.000000	0.098711	0.000528
2430.000000	0.096262	0.000756
